Order ID,Order Date,Region,Category,Product Name,Sales
CA-2018-118731,20-11-2018,West,Furniture,Coloredge Poster Frame,42.6
CA-2018-118731,20-11-2018,West,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056
CA-2015-145576,14-09-2015,South,Office Supplies,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13
CA-2015-145576,14-09-2015,South,Furniture,Advantus Panel Wall Acrylic Frame,13.128
CA-2016-130736,07-12-2016,West,Office Supplies,"Alliance Big Bands Rubber Bands, 12/Pack",3.96
CA-2016-130736,07-12-2016,West,Office Supplies,Avery 509,2.61
CA-2018-137099,07-12-2018,West,Technology,Cisco SPA301,374.376
CA-2018-156951,01-10-2018,West,Office Supplies,Personal Creations Ink Jet Cards and Labels,91.84
CA-2018-156951,01-10-2018,West,Office Supplies,"GBC White Gloss Covers, Plain Front",81.088
CA-2018-156951,01-10-2018,West,Office Supplies,Xerox 222,19.44
CA-2018-156951,01-10-2018,West,Furniture,Hon Every-Day Series Multi-Task Chairs,451.152
CA-2018-164826,28-12-2018,East,Office Supplies,Avery 473,72.45
CA-2018-164826,28-12-2018,East,Office Supplies,OIC Bulk Pack Metal Binder Clips,13.96
CA-2018-164826,28-12-2018,East,Office Supplies,Storex Dura Pro Binders,33.264
CA-2018-164826,28-12-2018,East,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85
CA-2017-127250,03-11-2017,West,Office Supplies,Newell 332,8.82
CA-2016-149713,18-09-2016,West,Office Supplies,Personal Creations Ink Jet Cards and Labels,160.72
CA-2016-149713,18-09-2016,West,Office Supplies,Rediform S.O.S. Phone Message Books,19.92
CA-2016-149713,18-09-2016,West,Office Supplies,Acme Value Line Scissors,7.3
CA-2018-118640,20-07-2018,Central,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712
CA-2018-118640,20-07-2018,Central,Furniture,"Contract Clock, 14"", Brown",8.792
CA-2016-132906,10-09-2016,West,Office Supplies,Martin-Yale Premier Letter Opener,51.52
CA-2018-145233,01-12-2018,West,Technology,GE 30524EE4,470.376
CA-2018-145233,01-12-2018,West,Technology,AT&T SB67148 SynJ,105.584
CA-2018-145233,01-12-2018,West,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,31.152
CA-2018-145233,01-12-2018,West,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783
CA-2018-145233,01-12-2018,West,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368
CA-2016-128139,03-07-2016,South,Furniture,Novimex High-Tech Fabric Mesh Task Chair,70.98
CA-2016-128139,03-07-2016,South,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93
US-2017-156986,20-03-2017,West,Technology,i.Sound Portable Power - 8000 mAh,84.784
US-2017-156986,20-03-2017,West,Office Supplies,Xerox 225,20.736
US-2017-156986,20-03-2017,West,Office Supplies,Clear Mylar Reinforcing Strips,16.821
US-2017-156986,20-03-2017,West,Office Supplies,Xerox 1894,10.368
CA-2015-135405,09-01-2015,Central,Office Supplies,Newell 312,9.344
CA-2015-135405,09-01-2015,Central,Technology,Memorex Micro Travel Drive 8 GB,31.2
CA-2015-131450,08-08-2015,West,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,76.12
CA-2015-131450,08-08-2015,West,Technology,Sharp AL-1530CS Digital Copier,1199.976
CA-2015-131450,08-08-2015,West,Technology,AT&T 1070 Corded Phone,445.96
CA-2015-131450,08-08-2015,West,Furniture,Dana Halogen Swing-Arm Architect Lamp,327.76
CA-2017-120180,14-07-2017,East,Office Supplies,Acme Stainless Steel Office Snips,11.632
US-2017-100720,16-07-2017,East,Technology,Mophie Juice Pack Helium for iPhone,143.982
US-2017-100720,16-07-2017,East,Technology,GE 2-Jack Phone Line Splitter,494.376
US-2017-100720,16-07-2017,East,Office Supplies,Acme Value Line Scissors,5.84
CA-2015-149958,15-03-2015,South,Office Supplies,"Hot File 7-Pocket, Floor Stand",142.776
CA-2015-149958,15-03-2015,South,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696
CA-2015-149958,15-03-2015,South,Office Supplies,Insertable Tab Post Binder Dividers,7.218
CA-2015-149958,15-03-2015,South,Office Supplies,GBC VeloBinder Manual Binding System,43.188
CA-2015-149958,15-03-2015,South,Office Supplies,Xerox 1889,131.904
US-2015-105767,23-05-2015,East,Office Supplies,Angle-D Ring Binders,3.282
US-2015-105767,23-05-2015,East,Office Supplies,Newell 317,21.168
US-2015-105767,23-05-2015,East,Technology,Motorola L804,55.188
CA-2017-161816,28-04-2017,Central,Technology,Nortel Meridian M3904 Professional Digital phone,369.576
CA-2017-161816,28-04-2017,Central,Office Supplies,Avery 493,15.712
CA-2017-121223,11-09-2017,East,Office Supplies,Xerox 1972,8.448
CA-2017-121223,11-09-2017,East,Technology,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946
CA-2018-138611,14-11-2018,East,Technology,PureGear Roll-On Screen Protector,119.94
CA-2018-138611,14-11-2018,East,Office Supplies,Prestige Round Ring Binders,3.648
CA-2018-117947,18-08-2018,East,Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",40.48
CA-2018-117947,18-08-2018,East,Furniture,"DAX Value U-Channel Document Frames, Easel Back",9.94
CA-2018-117947,18-08-2018,East,Office Supplies,Recycled Easel Ring Binders,107.424
CA-2018-117947,18-08-2018,East,Technology,Grandstream GXP1160 VoIP phone,37.91
CA-2018-117947,18-08-2018,East,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02
US-2015-111171,26-12-2015,Central,Office Supplies,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69
CA-2016-138009,29-11-2016,Central,Furniture,"Global Manager's Adjustable Task Chair, Storm",301.96
CA-2016-138009,29-11-2016,Central,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21
CA-2016-138009,29-11-2016,Central,Office Supplies,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48
CA-2016-138009,29-11-2016,Central,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82
CA-2018-163020,15-09-2018,East,Furniture,"Master Caster Door Stop, Brown",35.56
CA-2018-153787,19-05-2018,West,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,97.16
CA-2018-133431,17-12-2018,West,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24
CA-2018-133431,17-12-2018,West,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23
US-2017-135720,11-12-2017,West,Office Supplies,Tennsco Regal Shelving Units,243.384
US-2017-135720,11-12-2017,West,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8
US-2017-135720,11-12-2017,West,Technology,Jabra SPEAK 410,300.768
CA-2018-144694,24-09-2018,South,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88
CA-2018-144694,24-09-2018,South,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944
CA-2016-168004,04-10-2016,South,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,392.94
US-2017-123470,15-08-2017,West,Office Supplies,Premium Transparent Presentation Covers by GBC,18.882
US-2017-123470,15-08-2017,West,Office Supplies,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328
CA-2017-115917,20-05-2017,West,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
CA-2017-115917,20-05-2017,West,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424
CA-2017-147067,18-12-2017,Central,Furniture,Eldon 200 Class Desk Accessories,18.84
CA-2018-167913,30-07-2018,West,Office Supplies,Economy Rollaway Files,330.4
CA-2018-167913,30-07-2018,West,Office Supplies,Avery 480,26.25
CA-2018-106103,10-06-2018,Central,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
US-2018-127719,21-07-2018,East,Office Supplies,Xerox 1993,6.48
CA-2018-126221,30-12-2018,Central,Office Supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3
CA-2017-103947,01-04-2017,West,Office Supplies,Staples,31.56
CA-2017-103947,01-04-2017,West,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144
CA-2017-160745,11-12-2017,West,Furniture,3M Hangers With Command Adhesive,14.8
CA-2017-160745,11-12-2017,West,Technology,AT&T TR1909W,302.376
CA-2017-160745,11-12-2017,West,Technology,First Data FD10 PIN Pad,316
CA-2017-132661,23-10-2017,East,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4
CA-2018-140844,19-06-2018,East,Office Supplies,Xerox 1943,97.82
CA-2018-140844,19-06-2018,East,Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12
CA-2017-137239,22-08-2017,East,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552
CA-2017-137239,22-08-2017,East,Office Supplies,Avery Durable Poly Binders,3.318
CA-2017-137239,22-08-2017,East,Office Supplies,Airmail Envelopes,134.288
US-2017-156097,19-09-2017,Central,Furniture,Global Troy Executive Leather Low-Back Tilter,701.372
US-2017-156097,19-09-2017,Central,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,2.308
CA-2016-146563,24-08-2016,Central,Office Supplies,"Hot File 7-Pocket, Floor Stand",999.432
CA-2016-146563,24-08-2016,Central,Office Supplies,Space Solutions Commercial Steel Shelving,724.08
CA-2016-146563,24-08-2016,Central,Furniture,Hon Racetrack Conference Tables,918.785
CA-2016-146563,24-08-2016,Central,Office Supplies,"Avery Durable Plastic 1"" Binders",2.724
CA-2017-123666,26-03-2017,East,Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
CA-2017-143308,04-11-2017,South,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",10.74
CA-2018-132682,08-06-2018,Central,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76
CA-2018-132682,08-06-2018,Central,Office Supplies,Easy-staple paper,85.056
CA-2018-132682,08-06-2018,Central,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
CA-2015-156314,24-12-2015,East,Furniture,"Master Giant Foot Doorstop, Safety Yellow",30.36
US-2018-106663,09-06-2018,Central,Furniture,12-1/2 Diameter Round Wall Clock,23.976
US-2018-106663,09-06-2018,Central,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
US-2018-106663,09-06-2018,Central,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
CA-2018-111178,15-06-2018,Central,Office Supplies,Newell 331,19.56
CA-2018-130351,05-12-2018,Central,Office Supplies,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
CA-2018-130351,05-12-2018,Central,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",38.9
CA-2018-130351,05-12-2018,Central,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39
US-2018-119438,18-03-2018,Central,Office Supplies,Hoover Portapower Portable Vacuum,2.688
US-2018-119438,18-03-2018,Central,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816
US-2018-119438,18-03-2018,Central,Furniture,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524
US-2018-119438,18-03-2018,Central,Office Supplies,Ibico Hi-Tech Manual Binding System,182.994
CA-2017-164511,19-11-2017,East,Office Supplies,Avery Hanging File Binders,14.352
CA-2017-164511,19-11-2017,East,Office Supplies,Fellowes Neat Ideas Storage Cubes,64.96
CA-2017-164511,19-11-2017,East,Office Supplies,Advantus Rolling Storage Box,68.6
US-2018-168116,04-11-2018,South,Technology,Cubify CubeX 3D Printer Triple Head Print,7999.98
US-2018-168116,04-11-2018,South,Office Supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44
CA-2015-157784,05-07-2015,South,Technology,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
CA-2015-157784,05-07-2015,South,Office Supplies,Avery 516,14.62
CA-2015-157784,05-07-2015,South,Office Supplies,Xerox 1995,19.44
CA-2018-161480,25-12-2018,East,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984
US-2015-117135,21-06-2015,South,Furniture,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01
US-2015-117135,21-06-2015,South,Technology,Konftel 250 Conference phone - Charcoal black,284.82
US-2015-117135,21-06-2015,South,Office Supplies,Recycled Eldon Regeneration Jumbo File,36.84
CA-2016-131534,28-03-2016,West,Technology,Imation Bio 8GB USB Flash Drive Imation Corp,166.24
CA-2016-131534,28-03-2016,West,Office Supplies,Xerox 1977,33.4
CA-2016-119291,14-05-2016,East,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",198.272
CA-2016-119291,14-05-2016,East,Office Supplies,Avery 490,47.36
CA-2016-119291,14-05-2016,East,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
CA-2016-119291,14-05-2016,East,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696
CA-2016-119291,14-05-2016,East,Office Supplies,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696
CA-2016-119291,14-05-2016,East,Office Supplies,GBC Linen Binding Covers,18.588
CA-2016-119291,14-05-2016,East,Office Supplies,Wilson Jones Custom Binder Spines & Labels,4.896
CA-2018-114552,02-09-2018,East,Furniture,"Eldon 200 Class Desk Accessories, Burgundy",15.072
CA-2017-163755,04-11-2017,West,Furniture,"Tenex ""The Solids"" Textured Chair Mats",209.88
CA-2016-142027,09-04-2016,West,Furniture,Laminate Occasional Tables,369.912
CA-2015-138527,12-09-2015,South,Office Supplies,Xerox 220,10.368
CA-2015-138527,12-09-2015,South,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84
CA-2015-138527,12-09-2015,South,Technology,SanDisk Cruzer 32 GB USB Flash Drive,15.216
CA-2015-112158,02-12-2015,East,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96
CA-2015-112158,02-12-2015,East,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92
CA-2015-112158,02-12-2015,East,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",46.72
CA-2015-113887,05-04-2015,East,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48
CA-2018-146136,03-09-2018,South,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448
US-2018-100048,19-05-2018,East,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34
US-2018-100048,19-05-2018,East,Technology,Nortel Meridian M3904 Professional Digital phone,307.98
US-2018-100048,19-05-2018,East,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,299.97
CA-2015-153150,01-07-2015,West,Office Supplies,Cardinal Holdit Business Card Pockets,19.92
CA-2015-130092,11-01-2015,East,Furniture,"DAX Value U-Channel Document Frames, Easel Back",9.94
CA-2018-108910,24-09-2018,East,Furniture,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056
CA-2015-104472,02-06-2015,West,Office Supplies,GBC Standard Therm-A-Bind Covers,59.808
CA-2015-104472,02-06-2015,West,Furniture,Aluminum Document Frame,73.32
CA-2017-112942,13-02-2017,West,Office Supplies,Tops Green Bar Computer Printout Paper,146.82
CA-2017-142335,15-12-2017,Central,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94
CA-2017-142335,15-12-2017,Central,Office Supplies,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
CA-2015-117429,07-10-2015,East,Furniture,"Seth Thomas 16"" Steel Case Clock",129.92
CA-2017-114713,07-07-2017,South,Office Supplies,Acme Softgrip Scissors,45.584
CA-2018-144113,16-09-2018,Central,Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568
CA-2018-144113,16-09-2018,Central,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
US-2017-150861,03-12-2017,East,Office Supplies,Xerox 1964,182.72
US-2017-150861,03-12-2017,East,Furniture,"Bevis Traditional Conference Table Top, Plinth Base",400.032
US-2017-150861,03-12-2017,East,Office Supplies,"Personal Folder Holder, Ebony",33.63
US-2017-150861,03-12-2017,East,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
US-2017-150861,03-12-2017,East,Office Supplies,Avery 520,6.3
CA-2018-131954,21-01-2018,West,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,242.94
CA-2018-131954,21-01-2018,West,Technology,Logitech Illuminated - Keyboard,179.97
CA-2018-131954,21-01-2018,West,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,99.696
CA-2018-131954,21-01-2018,West,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936
CA-2018-131954,21-01-2018,West,Furniture,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
CA-2018-131954,21-01-2018,West,Office Supplies,Acco Translucent Poly Ring Binders,18.72
CA-2015-132500,08-09-2015,West,Technology,Logitech Wireless Touch Keyboard K400,49.98
CA-2015-112326,04-01-2015,Central,Office Supplies,Avery 508,11.784
CA-2015-112326,04-01-2015,Central,Office Supplies,SAFCO Boltless Steel Shelving,272.736
CA-2015-112326,04-01-2015,Central,Office Supplies,GBC Standard Plastic Binding Systems Combs,3.54
US-2017-146710,27-08-2017,Central,Office Supplies,Martin-Yale Premier Letter Opener,51.52
US-2017-146710,27-08-2017,Central,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528
US-2017-146710,27-08-2017,Central,Office Supplies,Xerox 196,4.624
US-2017-146710,27-08-2017,Central,Office Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168
CA-2015-124429,27-05-2015,West,Furniture,KI Conference Tables,567.12
CA-2015-124429,27-05-2015,West,Office Supplies,Fellowes Officeware Wire Shelving,359.32
CA-2017-150889,20-03-2017,Central,Technology,Belkin iPhone and iPad Lightning Cable,11.992
CA-2018-126074,02-10-2018,Central,Office Supplies,GBC Durable Plastic Covers,58.05
CA-2018-126074,02-10-2018,Central,Furniture,Nu-Dell Leatherette Frames,157.74
CA-2018-126074,02-10-2018,Central,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98
CA-2018-126074,02-10-2018,Central,Office Supplies,Avery Durable Binders,2.88
CA-2017-110499,07-04-2017,West,Technology,Hewlett Packard 610 Color Digital Copier / Printer,1199.976
CA-2016-135272,07-12-2016,West,Furniture,12-1/2 Diameter Round Wall Clock,79.92
CA-2017-140928,18-09-2017,South,Furniture,Chromcraft Round Conference Tables,383.438
CA-2015-106803,29-12-2015,Central,Office Supplies,Recycled Eldon Regeneration Jumbo File,24.56
CA-2015-106803,29-12-2015,Central,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8
CA-2018-117240,23-07-2018,East,Office Supplies,Angle-D Ring Binders,13.128
CA-2018-133333,18-09-2018,Central,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
CA-2016-112319,31-08-2016,West,Office Supplies,Xerox 226,58.32
CA-2018-126046,03-11-2018,South,Office Supplies,Avery 476,12.39
CA-2016-114923,08-02-2016,East,Technology,JBL Micro Wireless Portable Bluetooth Speaker,107.982
CA-2015-162775,13-01-2015,South,Office Supplies,Staple envelope,11.36
CA-2015-162775,13-01-2015,South,Office Supplies,Brown Kraft Recycled Envelopes,50.94
CA-2015-162775,13-01-2015,South,Technology,Plantronics S12 Corded Telephone Headset System,646.74
CA-2015-162775,13-01-2015,South,Office Supplies,3-ring staple pack,5.64
CA-2015-162775,13-01-2015,South,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
CA-2015-106810,14-05-2015,South,Furniture,Electrix Halogen Magnifier Lamp,310.88
CA-2017-157245,19-05-2017,South,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
CA-2018-104220,30-01-2018,Central,Office Supplies,Cardinal EasyOpen D-Ring Binders,18.28
CA-2018-104220,30-01-2018,Central,Technology,AT&T 841000 Phone,207
CA-2018-104220,30-01-2018,Central,Office Supplies,GBC Instant Report Kit,32.35
CA-2018-104220,30-01-2018,Central,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,7.71
CA-2018-104220,30-01-2018,Central,Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3
CA-2018-104220,30-01-2018,Central,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58
CA-2015-165974,29-06-2015,East,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",32.76
CA-2016-144267,21-08-2016,West,Furniture,Hon GuestStacker Chair,544.008
CA-2016-144267,21-08-2016,West,Office Supplies,Xerox 191,59.94
CA-2016-144267,21-08-2016,West,Office Supplies,Xerox 1974,23.92
CA-2016-144267,21-08-2016,West,Office Supplies,Xerox 1927,4.28
US-2016-157014,03-10-2016,East,Office Supplies,Acco D-Ring Binder w/DublLock,32.07
US-2016-157014,03-10-2016,East,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24
US-2016-157014,03-10-2016,East,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49
US-2016-157014,03-10-2016,East,Technology,Microsoft Natural Ergonomic Keyboard 4000,47.984
CA-2016-154921,23-05-2016,South,Office Supplies,Cameo Buff Policy Envelopes,186.69
CA-2018-129567,17-03-2018,West,Office Supplies,Heavy-Duty E-Z-D Binders,17.456
CA-2016-154620,12-12-2016,West,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",348.928
CA-2016-115938,26-06-2016,South,Office Supplies,GBC VeloBinder Manual Binding System,143.96
CA-2016-115938,26-06-2016,South,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",15.42
CA-2016-115938,26-06-2016,South,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
CA-2016-115938,26-06-2016,South,Furniture,Office Star - Contemporary Task Swivel Chair,332.94
CA-2017-105256,20-05-2017,South,Technology,Cisco Unified IP Phone 7945G VoIP phone,1363.96
CA-2015-156433,20-09-2015,West,Office Supplies,Avery 499,9.96
CA-2015-156433,20-09-2015,West,Office Supplies,"Wirebound Message Book, 4 per Page",21.72
CA-2018-151428,21-09-2018,Central,Office Supplies,Avery Durable Binders,20.16
CA-2016-124653,24-12-2016,East,Office Supplies,Xerox 1887,132.79
CA-2016-124653,24-12-2016,East,Office Supplies,Xerox 1967,12.96
CA-2016-124653,24-12-2016,East,Office Supplies,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56
CA-2016-101910,27-11-2016,West,Furniture,"Situations Contoured Folding Chairs, 4/Set",283.92
CA-2018-105809,20-02-2018,West,Furniture,"Executive Impressions 14"" Contract Wall Clock",22.23
CA-2018-105809,20-02-2018,West,Technology,Logitech Mobile Speakerphone P710e - speaker phone,215.968
CA-2017-136133,18-08-2017,East,Office Supplies,Belkin 7 Outlet SurgeMaster II,355.32
CA-2017-115504,12-03-2017,South,Office Supplies,Xerox 218,12.96
CA-2018-135783,22-04-2018,West,Furniture,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
CA-2015-134313,01-11-2015,West,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,43.176
CA-2015-134313,01-11-2015,West,Technology,ClearOne CHATAttach 160 - speaker phone,1983.968
CA-2016-140921,03-02-2016,Central,Furniture,Coloredge Poster Frame,28.4
CA-2016-140921,03-02-2016,Central,Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97
CA-2015-151995,13-10-2015,West,Office Supplies,Newell 32,11.52
CA-2015-151995,13-10-2015,West,Furniture,"Bevis Round Bullnose 29"" High Table Top",1298.55
CA-2015-151995,13-10-2015,West,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,213.92
CA-2015-151995,13-10-2015,West,Technology,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78
CA-2018-143686,14-05-2018,West,Furniture,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
CA-2018-143686,14-05-2018,West,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
CA-2016-106565,20-03-2016,Central,Office Supplies,Xerox 205,51.84
CA-2017-149370,15-09-2017,East,Office Supplies,Xerox 1968,5.344
CA-2015-140858,28-06-2015,East,Office Supplies,Xerox 1995,41.472
CA-2015-140858,28-06-2015,East,Office Supplies,Self-Adhesive Ring Binder Labels,3.168
CA-2015-140858,28-06-2015,East,Furniture,Global Leather Executive Chair,1228.465
CA-2015-140858,28-06-2015,East,Office Supplies,GBC Recycled Grain Textured Covers,31.086
CA-2015-140858,28-06-2015,East,Office Supplies,Xerox 1941,335.52
CA-2018-101434,20-06-2018,East,Technology,Razer Kraken PRO Over Ear PC and Music Headset,239.97
CA-2018-101434,20-06-2018,East,Office Supplies,Avery 508,9.82
US-2015-102071,09-05-2015,West,Technology,Kingston Digital DataTraveler 32GB USB 2.0,67.8
US-2015-102071,09-05-2015,West,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97
CA-2018-126956,21-08-2018,Central,Office Supplies,Advantus Plastic Paper Clips,35
CA-2018-126956,21-08-2018,Central,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24
CA-2018-126956,21-08-2018,Central,Office Supplies,Security-Tint Envelopes,15.28
CA-2018-129462,16-06-2018,South,Furniture,"Global Airflow Leather Mesh Back Chair, Black",301.96
CA-2018-129462,16-06-2018,South,Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
CA-2018-129462,16-06-2018,South,Technology,Pyle PMP37LED,191.98
CA-2018-129462,16-06-2018,South,Technology,Clarity 53712,65.99
CA-2017-165316,23-07-2017,South,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,35.216
CA-2017-165316,23-07-2017,South,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696
CA-2017-165316,23-07-2017,South,Technology,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475
US-2015-115987,08-09-2015,Central,Office Supplies,GBC ProClick Punch Binding System,51.184
US-2018-156083,04-11-2018,South,Office Supplies,"Adams Telephone Message Books, 5 1/4” x 11”",9.664
US-2017-137547,07-03-2017,Central,Technology,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072
CA-2016-100454,20-11-2016,East,Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45
CA-2016-100454,20-11-2016,East,Office Supplies,Newell 335,11.52
